eqNumber;garduInduk;merk;serialId;techidentno;id;bay;phasa;tipe;jenisAsset;status
-;GITET 500KV MUARATAWAR;ABB;1MRB150082R1/D;55351416916900000270;3833390c-34e9-4ea7-8fa6-2472a753c323;7AB14 DIAMETER#14 500KV;RST;REB 500;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;1MRB1500821R1/D;55351416916900000258;65dcc20a-06a0-4742-a1f2-9b649dc77624;7AB13 DIAMETER#13 500KV;RST;REB 500;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;1MRB150082R1/D;55351416916900000257;190139a3-5ff6-4e3c-ad6d-16ce0c4bb988;7AB10 DIAMETER#10 500KV;RST;REB 500;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;1MRB150082R1/D;55351416916900000265;7967e083-8e1d-4fc9-83cf-90c7cac04968;7AB9 DIAMETER#9 500KV;RST;REB 500;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;1MRB150082R1/D;55351416916900000264;a1916649-a961-4d31-91d2-3b08ee9b04e9;7AB8 DIAMETER#8 500KV;RST;REB 500;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;1MRB150082R1/D;55351416916900000263;b59017c9-c1d7-4e9c-ba27-813564cdcd80;7AB7 DIAMETER#7 500KV;RST;REB 500;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;1MRB1500821R1/D;55351416916900000248;0b02f774-5eae-46d9-af8f-806f6c6ea933;7A14 DIAMETER#14 500KV;RST;REB 500;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;1MRB1500821R1/D;55351416916900000247;d1db5849-ee9c-4d52-bb4c-e7db705a9729;7A13 DIAMETER#13 500KV;RST;REB 500;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;1MRB150082R1/D;55351416916900000246;478b0542-d799-4060-a2f2-2c795415ed58;7A10 DIAMETER#10 500KV;RST;REB 500;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;1MRB1500821R1/D;55351416916900000255;3a4ddef9-5e0d-4ebb-a908-9fba564ced9b;7A9 DIAMETER#9 500KV;RST;REB 500;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;1MRB1500821R1/D;55351416916900000254;588c98fa-abeb-4bcc-bf50-208fe34ff603;7A8 DIAMETER#8 500KV;RST;REB 500;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;1MRB1500821R1/D;TO351816916900000254;563f4215-7637-419b-8f4d-f598c71167aa;7A7 DIAMETER#7 500KV;RST;REB 500;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_OPERASI
-;GITET 500KV MUARATAWAR;GE;35614303/03/22;TO351816916900000014;040a294e-27f8-4f0a-acbf-b97ad8d326ac;7B5 DIAMETER#5 500KV;RST;MICOM P14D;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_OPERASI
-;GITET 500KV MUARATAWAR;GE;35614298/03/22;TO351816916900000013;6e25b8c8-dceb-46c6-bb8f-807d336dd8dc;7AB5 DIAMETER#5 500KV;RST;MICOM P14D;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_OPERASI
-;GITET 500KV MUARATAWAR;GE;35614299/03/22;TO351816916900000011;235e6ec8-c855-437d-88c4-3a6b808f9e58;7B4 DIAMETER#4 500KV;RST;MICOM P14D;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_OPERASI
-;GITET 500KV MUARATAWAR;GE;35614302/03/22;TO351816916900000010;7752b917-e4a7-44cd-a6ed-03cd355d2646;7AB4 DIAMETER#4 500KV;RST;MICOM P14D;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_OPERASI
-;GITET 500KV MUARATAWAR;GE;35614301/03/22;TO351816916900000008;b91a60a7-29d0-4d78-9015-2d083b0cb5c7;7AB3 DIAMETER#3 500KV;RST;MICOM P14D;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_OPERASI
-;GITET 500KV MUARATAWAR;GE;35614300/03/22;TO351816916900000006;1116c9c9-7d22-4145-9936-629971b4e402;7B2 DIAMETER#2 500KV;RST;MICOM P14D;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_OPERASI
-;GITET 500KV MUARATAWAR;GE;35614297/03/22;TO351816916900000005;e843189a-90cb-42db-b57d-2336146fbcb3;7AB2 DIAMETER#2 500KV;RST;MICOM P14D;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_OPERASI
-;GITET 500KV MUARATAWAR;GE;35614306/03/22;TO351816916900000003;a2b8c311-2c3d-49d7-8664-fe648e59af99;7B1 DIAMETER#1 500KV;RST;MICOM P14D;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_OPERASI
-;GITET 500KV MUARATAWAR;GE;35614310/03/22;TO351816916900000002;f438abdb-838c-45fc-9fd9-d26f79773075;7AB1 DIAMETER#1 500KV;RST;MICOM P14D;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_OPERASI
-;GITET 500KV MUARATAWAR;GE;35614308/03/22;TO351816916900000012;651e726e-6c4e-456e-9cb9-a0069a1c3fbd;7A5 DIAMETER#5 500KV;RST;MICOM P14D;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_OPERASI
-;GITET 500KV MUARATAWAR;GE;35614307/03/22;TO351816916900000009;4cd69182-dc30-4d8e-939c-b2b5ae8bd6af;7A4 DIAMETER#4 500KV;RST;MICOM P14D;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_OPERASI
-;GITET 500KV MUARATAWAR;GE;35614309/03/22;TO351816916900000007;d1e01fb1-a84e-4487-b9c7-0d611efd3ceb;7A3 DIAMETER#3 500KV;RST;MICOM P14D;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_OPERASI
-;GITET 500KV MUARATAWAR;GE;35614305/03/22;TO351816916900000004;4cd43f52-4941-470a-9d77-7937002ea160;7A2 DIAMETER#2 500KV;RST;MICOM P14D;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_OPERASI
-;GITET 500KV MUARATAWAR;GE;35614304/03/22;TO351816916900000001;c9a66fe5-1f8f-468e-aefa-4681bdefe5e3;7A1 DIAMETER#1 500KV;RST;MICOM P14D;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_OPERASI
-;GI 150KV RAJAPAKSI;OZ DIRENC;SN11-1756;29351454854800000040;3946c837-e4b5-49a1-9991-0508f45d383e;TRF#1 150/20KV (INC);N;C524-N1x180-20-A430 (J4-125);Neutral Grounding Resistance;PLN_OPERASI
-;GI 150KV RAJAPAKSI;RITZ;17/1213910249162;12351454854800000163;4564a229-03ab-4049-a264-7c3db3fb9bac;TRF#2 150/22KV (INC);R;GSES24-02RS;Potential Transformer;PLN_OPERASI
-;GI 150KV RAJAPAKSI;RITZ;17/1213910249164;12351454854800000165;d7fa5556-4173-4a8f-a677-477e302573e8;TRF#2 150/22KV (INC);T;GSES24-02RS;Potential Transformer;PLN_OPERASI
-;GI 150KV RAJAPAKSI;RITZ;17/1213910249163;12351454854800000164;d327e216-832c-4943-b2cf-6b22de433cf0;TRF#2 150/22KV (INC);S;GSES24-02RS;Potential Transformer;PLN_OPERASI
-;GI 150KV RAJAPAKSI;M.S. RESISTANCES;O NE 17 05 016-1/002;29351454854800000138;b553f6e5-ab23-44d6-a9dc-a945956799b4;TRF#2 150/22KV (INC);N;G-20-1000-10-S-LH-00-TT;Neutral Grounding Resistance;PLN_OPERASI
-;GI 150KV RAJAPAKSI;ALSTOM;A43748;15351454854800000079;d7bf0457-3c1b-45de-9bda-f1d3fb81ba8c;PHT 150KV GANDAMEKAR#2;RST;S2DA;Disconnecting Switch;PLN_OPERASI
TRS000000000793063;GI 150KV RAJAPAKSI;ALSTOM;A43747;15351454854800000080;09278f11-9717-4e5e-ab78-f71b24dfffbf;PHT 150KV GANDAMEKAR#2;RST;S2DA;Disconnecting Switch;PLN_OPERASI
TRS000000000793062;GI 150KV RAJAPAKSI;ALSTOM;A43751;15351454854800000081;f39fe12f-ee75-4644-8321-0be24a0c0360;PHT 150KV GANDAMEKAR#2;RST;S2DAT;Disconnecting Switch;PLN_OPERASI
-;GI 150KV RAJAPAKSI;ALSTOM;37992002320;12351454854800000152;cd0ff0de-d4aa-409e-a580-f17485e40483;PHT 150KV GANDAMEKAR#2;R;CCV 170;Potential Transformer;PLN_OPERASI
-;GI 150KV RAJAPAKSI;ALSTOM;37992002319;12351454854800000153;2b60fdbb-a431-4700-b1c8-fc35fb514bbd;PHT 150KV GANDAMEKAR#2;S;CCV 170;Potential Transformer;PLN_OPERASI
-;GI 150KV RAJAPAKSI;ALSTOM;37992002318;12351454854800000154;9c8dca18-b3ca-4241-be29-22f180fb66e2;PHT 150KV GANDAMEKAR#2;T;CCV 170;Potential Transformer;PLN_OPERASI
-;GI 150KV RAJAPAKSI;TRIDELTA;106461;16351454854800000131;234e4e39-6284-4593-8b4b-f94cd8300e03;PHT 150KV GANDAMEKAR#2;T;SB 150/20.4-1;Lightning Arrester;PLN_OPERASI
-;GI 150KV RAJAPAKSI;TRIDELTA;106462;16351454854800000130;6215e0c1-3446-47c4-b525-66b60683b953;PHT 150KV GANDAMEKAR#2;S;SB 150/20.4-1;Lightning Arrester;PLN_OPERASI
-;GI 150KV RAJAPAKSI;TRIDELTA;106463;16351454854800000129;9545c6d9-7ca6-4fb8-9aef-d1fe1e91f8e9;PHT 150KV GANDAMEKAR#2;R;SB 150/20.4-1;Lightning Arrester;PLN_OPERASI
-;GI 150KV RAJAPAKSI;SIEMENS;35166106;16351454854800000133;0df1cd2a-974d-44f1-9f06-c0f0cf468413;TRF#1 150/20KV;S;3EP2 420-3PH43-2CA1;Lightning Arrester;PLN_OPERASI
-;GI 150KV RAJAPAKSI;SIEMENS;35166105;16351454854800000132;1fdb5fcc-367f-4f44-8549-6da830c17336;TRF#1 150/20KV;R;3EP2 150-2PH31-2CA1;Lightning Arrester;PLN_OPERASI
-;GI 150KV RAJAPAKSI;SIEMENS;35166107;16351454854800000134;a3719d50-c81a-4fed-a55d-f7c2503c212a;TRF#1 150/20KV;T;3EP2 150-2PH31-2CA1;Lightning Arrester;PLN_OPERASI
TRS000000000793060;GI 150KV RAJAPAKSI;ALSTOM;A39689;15351454854800000083;94936513-fce2-4f78-b343-2f1a4bbbf3a8;TRF#1 150/20KV;RST;S2DA;Disconnecting Switch;PLN_OPERASI
TRS000000000793061;GI 150KV RAJAPAKSI;ALSTOM;A39687;15351454854800000082;fdd874a5-bd54-4e56-9e84-84f60a71067f;TRF#1 150/20KV;RST;S2DA;Disconnecting Switch;PLN_OPERASI
-;GI 150KV RAJAPAKSI;SIEMENS;NO DATA;16351454854800000135;dd04fb59-6f18-49fc-8b57-baec23d75bfd;TRF#2 150/22KV;R;3EL2 136-6PP42-4DA1;Lightning Arrester;PLN_OPERASI
-;GI 150KV RAJAPAKSI;SIEMENS;NO DATA;16351454854800000137;7dd4098a-5eb1-49f9-a863-420708ea53e7;TRF#2 150/22KV;T;3EL2 132-2PP32-4XA1-Z;Lightning Arrester;PLN_OPERASI
-;GI 150KV RAJAPAKSI;SIEMENS;NO DATA;16351454854800000136;f8d16aa0-8f77-462a-8de1-2dd880c6bdfe;TRF#2 150/22KV;S;3EL2 132-2PP32-4XA1-Z;Lightning Arrester;PLN_OPERASI
TRS000000000793122;GI 150KV RAJAPAKSI;SIEMENS;16/46000422C;15351454854800000120;85061fb1-606e-46f3-b802-f17a4d5e5ad0;TRF#2 150/22KV;RST;3DN1170-OFT31-N00;Disconnecting Switch;PLN_OPERASI
TRS000000000793121;GI 150KV RAJAPAKSI;SIEMENS;16/46000421QBA;15351454854800000119;5cd7b36f-8597-4f79-a0c1-f23221b04931;TRF#2 150/22KV;RST;3DN1170-OFT31-N00;Disconnecting Switch;PLN_OPERASI
-;GI 150KV TAMBUN;SIEMENS ENERGY;URG/25120793;16351811911900000041;796e34ad-602f-4eb0-aa51-45b0d37ec3c0;PHT 150KV PONCOL BARU#2;S;3EL2 132-6PP42-4TA1-Z;Lightning Arrester;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;SIEMENS;31270715;83351817017000000040;178e7a6d-0e18-41ac-bc3e-dcbd9d264c81;BUSBAR B 500KV;R;8DQ1;Compartment;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;SIEMENS;31270724;83351817017000000037;c0e663ac-aa13-42d2-a6d1-9009971718e3;7B4 DIAMETER#4 500KV;R;8DQ1;Compartment;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;SIEMENS;31270724;83351817017000000038;7f72616e-d263-469e-9a99-dc3d32aaec51;PHT 500KV CIBINONG#2;R;8DQ1;Compartment;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;SIEMENS;31270723;83351817017000000030;59ee92f1-d061-498d-8a9a-ff4014c395c4;7AB4 DIAMETER#4 500KV;R;8DQ1;Compartment;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;SIEMENS;31270722;83351817017000000026;41f8afce-4682-4654-acc2-5d370afbe6f4;7A4 DIAMETER#4 500KV;R;8DQ1;Compartment;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;SIEMENS;31270721;83351817017000000035;0242bb9c-7716-4036-8f7d-8bce8e1d125e;7B3 DIAMETER#3 500KV;R;8DQ1;Compartment;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;SIEMENS;31270721;83351817017000000036;5ecd747e-9505-47a5-9205-75fe82939c6f;PHT 500KV CIBINONG#1;R;8DQ1;Compartment;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;SIEMENS;31270720;83351817017000000029;71ad03d4-0d1c-4731-9ed2-e974a1577318;7AB3 DIAMETER#3 500KV;R;8DQ1;Compartment;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;SIEMENS;31270719;83351817017000000025;656292cd-eb7e-4a9d-961d-0baf18b50d2c;7A3 DIAMETER#3 500KV;R;8DQ1;Compartment;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;SIEMENS;31270718;83351817017000000033;e07607fd-f3e1-48d2-869b-be729909886e;7B2 DIAMETER#2 500KV;R;8DQ1;Compartment;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;SIEMENS;31270718;83351817017000000034;3d26618d-76f7-4935-aa48-5bdacfec70d3;PHT 500KV MUARATAWAR;R;8DQ1;Compartment;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;SIEMENS;31270717;83351817017000000028;368a5ed3-0750-4045-a055-fecbf21a52fa;7AB2 DIAMETER#2 500KV;R;8DQ1;Compartment;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;SIEMENS;31270716;83351817017000000023;4dc3824d-13bd-4ed5-8d0c-8d39259bd837;7A2 DIAMETER#2 500KV;R;8DQ1;Compartment;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;SIEMENS;31270715;83351817017000000031;8af41119-766b-4994-bf39-2cb461da97b6;7B1 DIAMETER#1 500KV;R;8DQ1;Compartment;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;SIEMENS;31270715;83351817017000000032;fdcd5ac8-f2ec-40be-83dc-d2cabf287d77;PHT 500KV BEKASI;R;8DQ1;Compartment;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;SIEMENS;31270714;83351817017000000027;937ee64b-4bd6-4e01-8ea9-1c5e12f8c6ab;7AB1 DIAMETER#1 500KV;R;8DQ1;Compartment;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;SIEMENS;31270713;83351817017000000021;00456e81-76bf-4d15-90ed-2fa3976d822b;7A1 DIAMETER#1 500KV;R;8DQ1;Compartment;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;SIEMENS;31270713;83351817017000000039;dfab62a8-0a86-4b60-9b99-4e75771730ff;BUSBAR A 500KV;R;8DQ1;Compartment;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;SIEMENS;31270713;83351817017000000022;5b1300a4-61b5-4f8e-878a-c8b17bcea419;IBT#1 500/150KV (HV);R;8DQ1;Compartment;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;SIEMENS;31270716;83351817017000000024;61b63dd2-fd2e-4012-b2d6-135b6ea29960;IBT#2 500/150KV (HV);R;8DQ1;Compartment;PLN_OPERASI
-;GIS 150KV MARGAHAYU;ABB;IZ2657;11351817917900000002;b93fc40b-e3f8-413a-8c99-3ce8bdab0dfa;TRF#2 150/22KV;RST;1ZKZ469152Z2658;Power Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;ABB;IZ2658;11351817917900000001;b810500b-8313-4053-b50d-63d28ed197de;TRF#1 150/22KV;RST;1ZKZ469152Z2658;Power Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;30149835;13351817917900000014;be2ee907-4cf1-4c75-9981-2ba0b4fff1c1;PHT 150KV PONCOL BARU#2;S;IOSK170;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;30149834;13351817917900000013;5cce44c6-dab5-4c34-a84c-b7669fa15290;PHT 150KV PONCOL BARU#2;R;IOSK170;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;30149833;13351817917900000015;38068f16-6068-4fdf-bc6f-ae276df4386c;PHT 150KV PONCOL BARU#2;T;IOSK170;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;30149831;13351817917900000007;faf2bcc0-1a79-4771-8421-386c0ffa80cb;PHT 150KV PONCOL BARU#1;R;IOSK170;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;30149832;13351817917900000008;80c63a57-c0bf-4604-bd90-2f23d72ec314;PHT 150KV PONCOL BARU#1;S;IOSK170;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;30149830;13351817917900000009;615c0f70-0978-46d4-9b4e-f2e96d89a791;PHT 150KV PONCOL BARU#1;T;IOSK170;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;3425;13351817917900000004;7d63cf03-e9b2-48c8-a931-bbbbbac7655c;PHT 150KV PONCOL BARU#1;R;DSG;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;3426;13351817917900000005;34d77cd4-41f5-4088-8232-2cc9ed31b59d;PHT 150KV PONCOL BARU#1;S;DSG;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;3427;13351817917900000006;42b5573b-2576-4cd9-8524-5dea5386aacb;PHT 150KV PONCOL BARU#1;T;DSG;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG CORPORATION;10086686_0046;83351817917900000012;69242edc-f3d2-4a93-a573-69fc696330a1;PHT 150KV PONCOL BARU#1;RST;HSG-305 C;Compartment;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;3453;13351817917900000011;09a7401c-1bc0-45b0-adfa-06f6f0254dee;PHT 150KV PONCOL BARU#2;S;DSG;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;3452;13351817917900000010;be41bfc6-9305-4004-a8b5-d12b7019bd9d;PHT 150KV PONCOL BARU#2;R;DSG;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;3454;13351817917900000012;aae44008-15cc-4a9a-bb4e-89c1b017f1a9;PHT 150KV PONCOL BARU#2;T;DSG;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG CORPORATION;10086686_0044;83351817917900000013;4372abc9-1107-4c0c-80d3-a7cd9e5b877c;PHT 150KV PONCOL BARU#2;RST;HSG-305 C;Compartment;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;10086686_0044;14351817917900000001;9171f560-f87e-4e64-8307-d80dc708d965;PHT 150KV PONCOL BARU#1;RST;HCSP 305;Circuit Breaker;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;10086686_0048;14351817917900000002;0e1215b9-6648-477a-97c7-e99055a5b4c5;PHT 150KV PONCOL BARU#2;RST;HCSP 305;Circuit Breaker;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG CORPORATION;-;83351817917900000010;bbc6a846-3877-4c4a-a77d-c13f6886b5b9;BUSBAR B 150KV;RST;HSG-305 C;Compartment;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG CORPORATION;-;83351817917900000009;37e8e7ce-7ad9-454f-9133-db22de781dcf;BUSBAR A 150KV;RST;HSG-305 C;Compartment;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;10066686_0043;14351817917900000003;0a6451a5-9bc4-457a-acd7-756567da03da;KOPEL BUS 150KV;RST;HCSP 305;Circuit Breaker;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG CORPORATION;10086686_0043;83351817917900000011;ed8d728a-cbb3-4223-b499-29e256cc3519;KOPEL BUS 150KV;RST;HSG-305 C;Compartment;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;N/A;13351817917900000041;c29db171-f19b-4172-b4c7-2038aa50ba3c;KOPEL BUS 150KV;S;DSG;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;N/A;13351817917900000040;1e7d998f-977e-49fc-8d6d-0dd25d8f75d8;KOPEL BUS 150KV;R;DSG;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;N/A;13351817917900000042;fbfe273f-4be2-43bb-8343-40a9cadfdc3b;KOPEL BUS 150KV;T;DSG;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;3423;13351817917900000002;aa7d7b7f-d54e-4ea9-8db9-ce982d1e13fb;KOPEL BUS 150KV;S;DSG;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;3422;13351817917900000001;60b7a2ba-160f-414a-8172-d30f3758a228;KOPEL BUS 150KV;R;DSG;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;3424;13351817917900000003;25243a43-6366-4151-9157-1d912562326f;KOPEL BUS 150KV;T;DSG;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;3395;13351817917900000019;521d5f60-f488-4f50-af25-bd040249279f;TRF#2 150/22KV;R;DSG;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;3397;13351817917900000021;449f85c1-92c9-439c-a8c7-61eb5fd09753;TRF#2 150/22KV;T;DSG;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;3396;13351817917900000020;cff991bb-a29e-4f91-a948-8100d0d7294b;TRF#2 150/22KV;S;DSG;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG CORPORATION;10086686_0041;83351817917900000015;3b7f2488-1172-4bd3-baac-8766b1dd7f00;TRF#2 150/22KV;RST;HSG-305 C;Compartment;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;10086686_0041;14351817917900000007;49848933-ca4e-4ccb-9dbd-1a85e7bd5b23;TRF#2 150/22KV;RST;HCSP 305;Circuit Breaker;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;10086686_0040;14351817917900000012;4256fc15-e405-491a-828d-98cf4102b9dc;PHT 150KV TRAKSI HALIM;RST;HCSP 305;Circuit Breaker;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG CORPORATION;10086686_0040;83351817917900000016;360bde01-2ec4-4800-81be-f9f75a911604;PHT 150KV TRAKSI HALIM;RST;HSG-305 C;Compartment;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;"3378;3381;3383;3386";13351817917900000039;e034699b-52e9-4d12-875c-5ef3aef03b2d;PHT 150KV TRAKSI HALIM;S;NO DATA;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;"3379;3382;3385;3388";13351817917900000037;bc31ec73-7fb5-4374-9e52-df7ca5c25a2d;PHT 150KV TRAKSI HALIM;T;NO DATA;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;"3377;3380;3383;3386";13351817917900000038;0f345628-5836-41f5-add1-bd22115bc6e8;PHT 150KV TRAKSI HALIM;R;NO DATA;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;ESITAS;2023/P12206;13351817917900000034;cea3c1be-9db7-4f88-a847-8e2978836e40;PHT 150KV TRAKSI HALIM;R;IOSK 170;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;ESITAS;2023/P12207;13351817917900000035;c4c14440-30ee-467e-af3b-642295bb1cf1;PHT 150KV TRAKSI HALIM;S;IOSK 170;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;ESITAS;2023/P12208;13351817917900000036;cf34b1c2-86e6-47c8-88a0-51f6bbf7942c;PHT 150KV TRAKSI HALIM;T;IOSK 170;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;3370;13351817917900000018;37029f62-23cc-4699-9a35-56619022ba24;TRF#1 150/22KV;T;DSG;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;3369;13351817917900000017;a3eb9d6c-599b-4a0f-8b85-ed3cdbc05d7e;TRF#1 150/22KV;S;DSG;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;3368;13351817917900000016;9acf8d65-5e98-41f9-8a0f-bd4b57fe7aa1;TRF#1 150/22KV;R;DSG;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG CORPORATION;10086686_0039;83351817917900000014;eedbd6f0-ac2e-49e8-963e-4d28effd6730;TRF#1 150/22KV;RST;HSG-305 C;Compartment;PLN_OPERASI
-;GIS 150KV MARGAHAYU;HYOSUNG;10086686_0039;14351817917900000006;aa5a37ca-e672-4277-a76d-90d915bab7f4;TRF#1 150/22KV;RST;HCSP 305;Circuit Breaker;PLN_OPERASI
-;GIS 150KV MARGAHAYU;TRAFINDO;18T16385;13351817917900000028;85f0a746-cc7f-4e40-a9af-bb0de3168d22;TRF#1 150/22KV (INC);R;CTB-24;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;TRAFINDO;18T16392;13351817917900000029;2cf701b6-9c45-44fd-bc3d-61070984aa7f;TRF#1 150/22KV (INC);S;CTB-24;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;TRAFINDO;18T16370;13351817917900000030;19ab9f80-4d97-4d34-85b1-e64e09baa05d;TRF#1 150/22KV (INC);T;CTB-24;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;TRAFINDO;18T16392;13351817917900000023;b975f079-1d62-46d2-8ec7-54e5294f83a2;TRF#1 150/22KV (INC);S;CTB-24;Current Transformer;PLN_OPERASI
-;GIS 150KV MARGAHAYU;TRAFINDO;18T16370;13351817917900000024;d2a41387-f813-43c3-a725-188587eaa2c7;TRF#1 150/22KV (INC);T;CTB-24;Current Transformer;PLN_OPERASI
