eqNumber;garduInduk;merk;serialId;techidentno;id;bay;phasa;tipe;jenisAsset;status
-;GI 150KV RAJAPAKSI;ALSTOM;A43752;15351454854800000021;410e38ce-cea9-4ef8-8c13-0da62bc3c7d3;PHT 150KV GANDAMEKAR#1;RST;S2DAT;Disconnecting Switch;PLN_TIDAK_OPERASI
-;GI 150KV RAJAPAKSI;TECHFILL;NO DATA;24351854854800000002;9c066698-855d-465d-ab85-009993baf3ee;GEDUNG;-;TPM 304;Substation Battery;PLN_TIDAK_OPERASI
-;GI 150KV RAJAPAKSI;SIEMENS;239240;16351454854800000020;d39b4806-73be-46ac-885e-8d89cccd9673;PHT KONSUMEN#2;S;3EP2 144-3PD42-2CA1;Lightning Arrester;PLN_TIDAK_OPERASI
-;GI 150KV RAJAPAKSI;TRIDELTA;106459;16351454854800000011;fb0ca799-d5b8-48d7-a810-6e0846d82cd9;PHT 150KV GANDAMEKAR#1;S;SB 150/20.4-1;Lightning Arrester;PLN_TIDAK_OPERASI
-;GI 150KV RAJAPAKSI;SIEMENS;237238;16351454854800000021;f6e77598-b958-49dd-985d-44c11e13cb6e;PHT KONSUMEN#2;T;3EP2 144-3PD42-2CA1;Lightning Arrester;PLN_TIDAK_OPERASI
TRS000000000793129;GI 150KV RAJAPAKSI;SIEMENS;3AH5230581;14351454854800000115;f326df08-f6f0-410a-83ad-86b99cd3551d;TRF#2 150/22KV (INC);RST;3AH5284-6;Circuit Breaker;PLN_TIDAK_OPERASI
-;GI 150KV RAJAPAKSI;SCHNEIDER ELECTRIC;V3Z1514045;14351454854800000166;f0deaff1-dfe3-49fb-bb47-137418e26d9a;TRF#1 150/20KV (INC);RST;SIFDJT0156;Circuit Breaker;PLN_TIDAK_OPERASI
-;GI 150KV RAJAPAKSI;ALSTHOM;12 313 0360 02 -C;14351854854800000002;e0c214b1-ed48-4fe9-af63-0add991e69cb;PHT 150KV CIKARANG#1;T;GL313;Circuit Breaker;PLN_TIDAK_OPERASI
-;GI 150KV RAJAPAKSI;AREVA;11314106001 -T;14351854854800000006;c26e49b0-1489-4b91-b7c7-5eed565e3c6d;KOPEL BUS 150KV;T;GL 314;Circuit Breaker;PLN_TIDAK_OPERASI
-;GI 150KV RAJAPAKSI;GEC ALSTHOM;33338340;54351454854800000061;bb79e6d2-34be-4d17-bfe4-195b6a3e7ed2;TRF#1 150/20KV;RSTN;MICOM P40 Agile;Over Current Relay;PLN_TIDAK_OPERASI
-;GI 150KV RAJAPAKSI;TRIDELTA;106458;16351454854800000010;b35f5014-dc94-4159-b892-72bb19d04eb2;PHT 150KV GANDAMEKAR#1;R;SB 150/20.4-1;Lightning Arrester;PLN_TIDAK_OPERASI
-;GI 150KV RAJAPAKSI;TRIDELTA;106466;16351454854800000004;ae27ab28-3eda-4d71-a52b-e7464ac6d843;PHT 150KV CIKARANG#1;R;SB 30/20.4-1;Lightning Arrester;PLN_TIDAK_OPERASI
-;GI 150KV RAJAPAKSI;SIEMENS;221222;16351454854800000016;ad86f9d8-a3c7-4b20-8a91-a654496a45ca;PHT KONSUMEN#1;R;3EP2 144-3PD42-2CA1;Lightning Arrester;PLN_TIDAK_OPERASI
-;GI 150KV RAJAPAKSI;ALSTOM;A43749;15351454854800000020;3fc157bd-56d1-4928-b65d-d9211478c946;PHT 150KV GANDAMEKAR#1;RST;S2DA;Disconnecting Switch;PLN_TIDAK_OPERASI
-;GI 150KV RAJAPAKSI;SIEMENS;223224;16351454854800000017;312b2993-93b0-47b1-8bf9-d0873b257f52;PHT KONSUMEN#1;S;3EP2 144-3PD42-2CA1;Lightning Arrester;PLN_TIDAK_OPERASI
-;GI 150KV RAJAPAKSI;SIEMENS;222762;16351454854800000001;3776c40c-b455-4e36-ae8e-b50a2549fefa;TRF#1 150/20KV;R;3EP2 150-2PH31-2CA1;Lightning Arrester;PLN_TIDAK_OPERASI
-;GI 150KV RAJAPAKSI;TRIDELTA;106463;16351454854800000013;1712e797-2598-4b95-9aef-760e87828bef;PHT 150KV GANDAMEKAR#2;R;SB 150/20.4-1;Lightning Arrester;PLN_TIDAK_OPERASI
-;GITET 500KV MUARATAWAR;OHIO BRASS;T22841;16351416916900000035;e6af5fc8-7a51-432d-9e2b-4f6de97315bd;GT#1.3;S;PH 4072GV054;Lightning Arrester;PLN_OPERASI
TRS000000000494188;GITET 500KV MUARATAWAR;SONNENSCHEIN;NO DATA;24314216916900000007;e65ca070-43d6-41cb-bed4-3f386ef508c3;GEDUNG;RST;OPZV;Substation Battery;PLN_TIDAK_OPERASI
TRS000000000634533;GITET 500KV MUARATAWAR;GEC ALSTHOM;1053174/04/04;CT314216916900000014;e612024e-29d1-4160-94ef-ffac33ae4413;PHT 500KV SUKATANI#1;RST;MCAG34;Circulating Current Protection Relay;PLN_TIDAK_OPERASI
-;GITET 500KV MUARATAWAR;ALSTOM;10047358/06/08;CT351416916900000271;e60d651e-3297-4fab-a3f9-046a9de35224;ST#5.0 500KV;RST;MFAC34;Circulating Current Protection Relay;PLN_TIDAK_OPERASI
TRS000000000492901;GITET 500KV MUARATAWAR;HAPAM;306395 B - 00006121;15314216916900000063;e5525a3c-7de9-42c9-af02-7f9dbf325423;BUSBAR B 500KV;RST;TFB 525 PC 100;Disconnecting Switch;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;8888;55351416916900000249;e496361c-bff7-47e3-8841-f0cd22b4c63e;7A2 DIAMETER#2 500KV;RST;SX 91;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_TIDAK_OPERASI
-;GITET 500KV MUARATAWAR;COELME;"C84877/1;2;3";15351816916900000249;e3667ef9-a799-444a-8362-ef61343116aa;ST#3.0 500KV;RST;SLOB;Disconnecting Switch;PLN_OPERASI
TRS000000000490956;GITET 500KV MUARATAWAR;HAEFELY TRENCH;957192515;12314216916900000028;e329b4ae-fb7b-4a1b-ab5c-6e54eb35e656;GT#2.3;T;TEIMF 500 H;Potential Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;GE;R09120;15351816916900000279;e1fb8824-ca45-4311-8b39-c1fd53ccfb43;BUSBAR B 500KV;R;SX;Disconnecting Switch;PLN_OPERASI
-;GITET 500KV MUARATAWAR;SIEMENS;K40049826;14351816916900000136;dfd2e545-39c4-4c0c-9596-b4e74fd36ec1;7B13 DIAMETER#13 500KV;RST;-;Circuit Breaker;PLN_TIDAK_OPERASI
TRS000000000629605;GITET 500KV MUARATAWAR;ABB;GP.33110568 /7;14314216916900000094;dfd05093-a697-4ea9-bc6e-1cf73e649999;7A3 DIAMETER#3 500KV;T;ELF SP 7-2;Circuit Breaker;PLN_TIDAK_OPERASI
TRS000000000495853;GITET 500KV MUARATAWAR;ABB;212.004.741.019;CT314216916900000028;ded4f6f0-d2f9-4897-be72-2c814129ee0a;GT#1.1/1.2;RST;SU91AVAR135;Circulating Current Protection Relay;PLN_TIDAK_OPERASI
TRS000000000492902;GITET 500KV MUARATAWAR;HAPAM;306395 B - 00006074;15314216916900000064;de76baae-821d-412e-862b-054eca7ec0f9;BUSBAR B 500KV;RST;TFB 525 PC 100;Disconnecting Switch;PLN_OPERASI
TRS000000000493114;GITET 500KV MUARATAWAR;ABB;GP 252 0061 03a AT;15314216916900000138;dc33cda7-0cec-4e1d-aee6-227091f237fe;GT#3.1/3.2;R;MT 100;Disconnecting Switch;PLN_OPERASI
TRS000000000495861;GITET 500KV MUARATAWAR;ABB;212.004.745.027;CT314216916900000036;dbeb6cb6-23cb-4ed1-bee3-e62391bacf52;GT#2.3;RST;SU91AVAR135;Circulating Current Protection Relay;PLN_TIDAK_OPERASI
TRS000000000492143;GITET 500KV MUARATAWAR;ABB;GP.33110568 /4;14314216916900000092;db565c3d-627d-43ba-bcfe-1bba3613c5a9;7A2 DIAMETER#2 500KV;T;ELF SP 7-2;Circuit Breaker;PLN_TIDAK_OPERASI
-;GITET 500KV MUARATAWAR;ABB;8888;55351416916900000260;3f82b202-85f4-4190-95a0-6b8f519d47f9;7AB3 DIAMETER#3 500KV;RST;SX 91;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_TIDAK_OPERASI
TRS000000000634540;GITET 500KV MUARATAWAR;GEC ALSTHOM;363580G;89314216916900000006;d8145c07-70c3-4542-a514-b24ab3c690a2;PHT 500KV NEW TAMBUN;RSTN;MVTU11;Under / Over Voltage Relay;PLN_TIDAK_OPERASI
TRS000000000631945;GITET 500KV MUARATAWAR;ABB;75071247/1-8;16314216916900000009;d3c5fa30-52d0-4414-9887-8fae7c9be041;ST#5.0 500KV;R;EXLIM T444-BV550M;Lightning Arrester;PLN_OPERASI
TRS000000000490947;GITET 500KV MUARATAWAR;HAEFELY TRENCH;957192513;12314216916900000019;d0e6f43c-cf79-423a-b6f1-e21ccafd2155;GT#2.3;R;TEIMF 500 H;Potential Transformer;PLN_OPERASI
TRS000000000629604;GITET 500KV MUARATAWAR;ABB;GP.33110567 /1;14314216916900000095;d05ae641-a81e-4ba7-8ace-ca268fa00b0c;7A4 DIAMETER#4 500KV;S;ELF SP 7-2;Circuit Breaker;PLN_TIDAK_OPERASI
-;GITET 500KV MUARATAWAR;ABB;8888;55351416916900000250;cf4beb78-0cc6-4f30-b568-a81a303e2add;7A3 DIAMETER#3 500KV;RST;SX 91;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_TIDAK_OPERASI
-;GITET 500KV MUARATAWAR;ABB;8888;55351416916900000269;cebf8ed6-c6f5-4a4f-9eb1-712fa5ed2d0f;7B5 DIAMETER#5 500KV;RST;SX 91;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_TIDAK_OPERASI
-;GITET 500KV MUARATAWAR;COELME;E61486/3;15351816916900000255;cce8065f-e3e3-421f-a2ac-b71b57d113eb;BUSBAR B 500KV;R;VR2D;Disconnecting Switch;PLN_OPERASI
TRS000000000629591;GITET 500KV MUARATAWAR;ABB;20040009;14314216916900000088;cc59724c-44ee-4171-8551-3204bc85e922;7A14 DIAMETER#14 500KV;T;HPL 550B2;Circuit Breaker;PLN_TIDAK_OPERASI
TRS000000000631952;GITET 500KV MUARATAWAR;ABB;8163994;16314216916900000019;c9b7bc37-17d9-405b-97da-3b0fd0383785;GT#2.3;S;EXLIM T444-AH550M;Lightning Arrester;PLN_TIDAK_OPERASI
TRS000000000495882;GITET 500KV MUARATAWAR;ABB;1KHF305551;CT314216916900000043;c918df1d-6270-4ea7-adae-19ac3221bed7;BUSBAR B 500KV;RST;REB 500;Circulating Current Protection Relay;PLN_TIDAK_OPERASI
TRS000000000495077;GITET 500KV MUARATAWAR;ABB;21.2004767.02;57314216916900000042;c9073d88-10bb-4c1c-8360-a01964b99c98;BUSBAR B 500KV;RST;SU91AVAR235;Differential Relay;PLN_TIDAK_OPERASI
TRS000000000495846;GITET 500KV MUARATAWAR;GEC ALSTHOM;543918C;CT314216916900000001;c803b241-babd-4a32-888a-63e0e6f9dd30;PHT 500KV NEW TAMBUN;RST;MCAG34;Circulating Current Protection Relay;PLN_TIDAK_OPERASI
TRS000000000631950;GITET 500KV MUARATAWAR;ABB;8163998;16314216916900000028;c7931975-16b6-43d9-ab95-d0ff66fac59d;GT#1.1/1.2;S;EXLIM T444-AH550M;Lightning Arrester;PLN_TIDAK_OPERASI
TRS000000000492888;GITET 500KV MUARATAWAR;HAPAM;C39601/79002510;15314216916900000044;c6db0c60-48e3-45ce-9341-018b9e3539a8;PHT 500KV CAWANG;R;VSSBIII 525;Disconnecting Switch;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;1HSB01806083-C1;14351816916900000003;c656c75b-eb43-4b8e-b8b7-e4d3cb2a83b1;7AB4 DIAMETER#4 500KV;T;HPL 550TB2;Circuit Breaker;PLN_TIDAK_OPERASI
TRS000000000492956;GITET 500KV MUARATAWAR;HAPAM;502192400224.26;15314216916900000135;c61f7cd4-45a7-474e-842d-31cafec2566b;BUSBAR B 500KV;R;MT 100;Disconnecting Switch;PLN_OPERASI
-;GITET 500KV MUARATAWAR;COELME;"C84887/1;2;3";15351816916900000250;c5b86fac-fe77-4cdb-99e6-2f9f8d26976a;ST#4.0 500KV;RST;SLOB;Disconnecting Switch;PLN_OPERASI
TRS000000000493030;GITET 500KV MUARATAWAR;HAPAM;50.2192400224.40;15314216916900000213;c44f0412-6b61-48d8-8ef8-8ad9fc556eec;BUSBAR B 500KV;R;MT100;Disconnecting Switch;PLN_OPERASI
TRS000000000492138;GITET 500KV MUARATAWAR;ABB;1HSB0842024B;14314216916900000083;c38724da-9fdb-4781-880d-ac5620eb9984;7A13 DIAMETER#13 500KV;S;HPL 550B2;Circuit Breaker;PLN_TIDAK_OPERASI
TRS000000000493088;GITET 500KV MUARATAWAR;HAPAM;50.2192409224.10;15314216916900000019;c26c34f2-6209-4010-b19d-3582c0dd627e;GT#4.3;R;MT 100;Disconnecting Switch;PLN_OPERASI
TRS000000000631962;GITET 500KV MUARATAWAR;ABB;990-1;16314216916900000027;c1ce8e23-e28f-47a1-b2d8-d20abe628ea1;GT#1.3;T;EXLIM T444-AH550M;Lightning Arrester;PLN_OPERASI
TRS000000000631940;GITET 500KV MUARATAWAR;ABB;75071237/1-4;16314216916900000001;c18b2d44-c50b-4ad7-babd-4743a8d18194;GT#3.3;S;EXLIM T444-BV550M;Lightning Arrester;PLN_OPERASI
TRS000000000495890;GITET 500KV MUARATAWAR;ABB;L1134059;CU314216916900000026;c15cdbb7-31f5-4164-a3a0-110638c85548;PHT 500KV CAWANG;RSTN;RED 670;Current Differential Relay;PLN_TIDAK_OPERASI
TRS000000000629603;GITET 500KV MUARATAWAR;ABB;GP.33110567 /1;14314216916900000096;c12fa09b-b22c-4790-bf50-7fd9491b8bde;7A4 DIAMETER#4 500KV;T;ELF SP 7-2;Circuit Breaker;PLN_TIDAK_OPERASI
-;GITET 500KV MUARATAWAR;ABB;8888;55351416916900000245;b0c5afc3-2aac-4791-9a1b-4b6a23a041b0;7A1 DIAMETER#1 500KV;RST;SX 91;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_TIDAK_OPERASI
TRS000000000493091;GITET 500KV MUARATAWAR;HAPAM;C39601/79002401;15314216916900000022;becb0df6-4e6a-4917-b917-17d63c0748d8;GT#1.1/1.2;R;VSSBIII 525;Disconnecting Switch;PLN_OPERASI
TRS000000000492151;GITET 500KV MUARATAWAR;ABB;8666388 C;14314216916900000121;bc85d7eb-02f3-41d9-a18c-d5cedebce5cb;7AB9 DIAMETER#9 500KV;T;HPL 550B2;Circuit Breaker;PLN_TIDAK_OPERASI
-;GITET 500KV MUARATAWAR;ABB;1MRB150082R1/D;55351416916900000253;bc68b72f-e182-45eb-a786-96664ab432b6;7A7 DIAMETER#7 500KV;RST;REB 500;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_TIDAK_OPERASI
TRS000000000631935;GITET 500KV MUARATAWAR;ABB;75071241/1-4;16314216916900000033;bb2b2e28-0897-41fa-964b-952a40440aa1;GT#3.1/3.2;T;EXLIM T444-BV550M;Lightning Arrester;PLN_OPERASI
TRS000000000493004;GITET 500KV MUARATAWAR;HAPAM;502192101771.04;15314216916900000187;ba2c4e06-fb04-4ed0-bfa9-2df95e1b5538;BUSBAR A 500KV;R;TFB 550 PC 125;Disconnecting Switch;PLN_OPERASI
-;GITET 500KV MUARATAWAR;GE;R08355A/B/C;15351816916900000240;b9148556-2bf3-4288-b10a-20aaf3dbfe1e;BUSBAR A 500KV;RST;SX;Disconnecting Switch;PLN_OPERASI
TRS000000000634542;GITET 500KV MUARATAWAR;GEC ALSTHOM;8888;91314216916900000005;b55529e8-5a74-4d64-becb-be381657967f;PHT 500KV NEW TAMBUN;RST;LFAA;Auto Reclose Relay;PLN_TIDAK_OPERASI
TRS000000000793118;GITET 500KV MUARATAWAR;ALSTOM;R07719 B;15351416916900000237;b4c02e5b-2d32-46d7-8e8d-f3fa25c6e246;BUSBAR A 500KV;R;SX;Disconnecting Switch;PLN_OPERASI
TRS000000000629592;GITET 500KV MUARATAWAR;ABB;20040008;14314216916900000087;b43a77cd-e934-4624-9711-69b6bf6703bc;7A14 DIAMETER#14 500KV;S;HPL 550B2;Circuit Breaker;PLN_TIDAK_OPERASI
-;GITET 500KV MUARATAWAR;COELME;"C84891/1;2;3";15351816916900000248;b405a6a7-df3a-463b-ab6c-94c360734a55;ST#4.0 500KV;RST;SLOB;Disconnecting Switch;PLN_OPERASI
TRS000000000492891;GITET 500KV MUARATAWAR;HAPAM;C39601/79002513;15314216916900000047;b3a87680-9d8e-4557-a2a9-2081aeba430f;GT#1.3;R;VSSBIII 525;Disconnecting Switch;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ALSTOM;R09111 A;15351816916900000003;b2816b15-ae80-41e9-8558-838b77199fd7;BUSBAR B 500KV;R;SX;Disconnecting Switch;PLN_OPERASI
TRS000000000492136;GITET 500KV MUARATAWAR;ABB;GP.33110568 /1;14314216916900000079;ae5bfc1e-b0e9-4c4b-9e30-09f1e7b252c1;7A1 DIAMETER#1 500KV;S;ELF SP 7-2;Circuit Breaker;PLN_TIDAK_OPERASI
TRS000000000629601;GITET 500KV MUARATAWAR;ABB;GP.33110567 /3;14314216916900000098;ad9d0018-6281-400a-9138-881607805190;7A5 DIAMETER#5 500KV;T;ELF SP 7-2;Circuit Breaker;PLN_TIDAK_OPERASI
TRS000000000629594;GITET 500KV MUARATAWAR;ABB;8666389 B;14314216916900000081;acc7e0f0-8a97-4f4d-9809-9c46ea17068e;7A10 DIAMETER#10 500KV;S;HPL 550B2;Circuit Breaker;PLN_TIDAK_OPERASI
TRS000000000492139;GITET 500KV MUARATAWAR;ABB;1HSB0842024C;14314216916900000084;ac7aae01-7bd3-4366-824b-22580c123033;7A13 DIAMETER#13 500KV;T;HPL 550B2;Circuit Breaker;PLN_TIDAK_OPERASI
TRS000000000492877;GITET 500KV MUARATAWAR;HAPAM;C39601/79002531;15314216916900000033;aa8ed0cd-ba3c-44f6-989e-eabcadd4e20e;BUSBAR B 500KV;R;VSSBIII 525;Disconnecting Switch;PLN_OPERASI
TRS000000000634538;GITET 500KV MUARATAWAR;GEC ALSTHOM;1053175/04/04;CT314216916900000018;a4ddbcf8-d839-47b7-800d-68d27ed875da;PHT 500KV SUKATANI#2;RST;MCAG34;Circulating Current Protection Relay;PLN_TIDAK_OPERASI
TRS000000000493119;GITET 500KV MUARATAWAR;COELME;C103116/1;15314216916900000225;a3d91b07-2354-4c96-bb62-c3fd44a8f851;PHT 500KV SUKATANI#1;R;CBD-E;Disconnecting Switch;PLN_OPERASI
-;GITET 500KV MUARATAWAR;SIEMENS;K/35301420;16351816916900000039;a385d532-43ac-4d18-a000-4a0abe77c90f;IBT#2 500/150KV;R;3EP6 420-4PF53-2XA1-Z;Lightning Arrester;PLN_OPERASI
TRS000000000495847;GITET 500KV MUARATAWAR;GEC ALSTHOM;365004G;CT314216916900000004;a334fe94-ba96-4cfa-81b4-e90492fe36c6;PHT 500KV NEW TAMBUN;RST;MCAG34;Circulating Current Protection Relay;PLN_TIDAK_OPERASI
TRS000000000492150;GITET 500KV MUARATAWAR;ABB;8666388 B;14314216916900000120;a132fdf5-64d1-4fdd-b538-8795b57c2c83;7AB9 DIAMETER#9 500KV;S;HPL 550B2;Circuit Breaker;PLN_TIDAK_OPERASI
-;GITET 500KV MUARATAWAR;GEC ALSTHOM;NSBC0220A;CT351416916900000249;a0643df2-3a45-4037-9b80-195b6d6d70d9;PHT 500KV SUKATANI#2;RST;MCAG34;Circulating Current Protection Relay;PLN_TIDAK_OPERASI
TRS000000000494603;GI 150KV CIKARANG;GEC ALSTHOM;002077Y;54314212512500000011;03b664da-551d-4abf-9467-061f75396488;PHT 150KV RAJAPAKSI#2;RTN;MCGG;Over Current Relay;PLN_TIDAK_OPERASI
-;GI 150KV CIKARANG;GEC ALSTHOM;227334Y;57351412512500000123;0844efac-68e4-46cd-b2f8-a393972fbf76;TRF#4 150/20KV;RST;MBCH;Differential Relay;PLN_TIDAK_OPERASI
TRS000000000795127;GI 150KV CIKARANG;ALSTHOM;9335102031006/8/S;14351412512500000113;0abcda5a-e9ff-45bc-9bbe-65bddd42a550;PHT 150KV RAJAPAKSI#2;S;GL313F3;Circuit Breaker;PLN_TIDAK_OPERASI
TRS000000000492483;GI 150KV CIKARANG;GEC ALSTOM;15.201110.2430-A;15314212512500000009;0c399cf8-148c-4ecc-bf32-eff4f995fec6;BUS SECTION 150KV;RST;SH 170;Disconnecting Switch;PLN_TIDAK_OPERASI
TRS000000000494608;GI 150KV CIKARANG;GEC ALSTHOM;227353Y;54314212512500000028;0fe20424-460e-4cd1-8b51-36417d41229c;TRF#4 150/20KV;RTN;MCGG;Over Current Relay;PLN_TIDAK_OPERASI
TRS000000000494605;GI 150KV CIKARANG;GEC ALSTHOM;713691D;54314212512500000019;18ac09e2-04a0-475b-b32d-ed043d9063e7;PHT 150KV CIKARANG LISTRINDO#1;RTN;MCGG;Over Current Relay;PLN_TIDAK_OPERASI
-;GITET 500KV MUARATAWAR;ABB;8888;55351416916900000262;9db6cc59-5b77-4e74-b06f-bb3861d01a49;7AB5 DIAMETER#5 500KV;RST;SX 91;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_TIDAK_OPERASI
-;GI 150KV CIKARANG;GEC ALSTHOM;227321Y;CK351412512500000125;2a82dd66-dbe5-4306-938d-55a92ef7b6e4;TRF#4 150/20KV;RST;MCAG14;Restricted Earth Fault Relay;PLN_TIDAK_OPERASI
TRS000000000631942;GITET 500KV MUARATAWAR;ABB;75071240/1-4;16314216916900000020;9d959b3e-7459-4d94-a14b-5fe6b544ef66;GT#3.1/3.2;S;EXLIM T444-BV550M;Lightning Arrester;PLN_OPERASI
TRS000000000492706;GI 150KV CIKARANG;MERLIN GERIN;15966/67/68;15314212512500000003;38aa3b91-679a-418e-9159-5f1429fb789e;PHT 150KV JABABEKA#1;RST;DR-170;Disconnecting Switch;PLN_TIDAK_OPERASI
-;GI 150KV CIKARANG;MR;F02006;94351812512500000002;38dd26ea-a408-4dd6-ba06-4c7937a3f144;TRF#3 150/20KV;RST;MK20;Automatic Voltage Regulator Relay;PLN_TIDAK_OPERASI
-;GI 150KV CIKARANG;UNINDO;300589060026/S;14351412512500000147;391fa2b4-2b2d-47e0-8098-e3fa1862d8d2;PHT 150KV CIKARANG LISTRINDO#2;S;GL313F1/4031P;Circuit Breaker;PLN_TIDAK_OPERASI
TRS000000000494777;GI 150KV CIKARANG;GEC ALSTHOM;1404100;54314212512500000054;39c9cd38-69f6-43a2-903c-90f827f01b3f;BUS SECTION 150KV;RSTN;MICOM P127;Over Current Relay;PLN_TIDAK_OPERASI
-;GI 150KV CIKARANG;GE;36197645/09/22;TM351812512500000126;3cb2945a-118f-4ceb-822a-794325a01572;TRF#4 150/20KV;RST;MICOM P643;Transformer Differential + REF (87T+64REF);PLN_TIDAK_OPERASI
TRS000000000491871;GI 150KV CIKARANG;MAGRINI GALILEO;148505/R;14314212512500000003;47741bd8-7bf4-4384-82b4-1ba93114684b;KOPEL BUS 150KV;RST;170.MHD-1P;Circuit Breaker;PLN_TIDAK_OPERASI
TRS000000000492165;GI 150KV CIKARANG;ASEA;7653422;14314212512500000004;4cbbdb8d-b4b2-4574-a61d-da6442d935b3;PHT 150KV FAJAR SURYA WISESA#1;R;HPL 170B1;Circuit Breaker;PLN_TIDAK_OPERASI
-;GI 150KV CIKARANG;UNINDO;300589060026/T;14351412512500000148;4d4f62b4-28ce-46f8-a689-d51a1368c014;PHT 150KV CIKARANG LISTRINDO#2;T;GL313F3/4031P;Circuit Breaker;PLN_TIDAK_OPERASI
TRS000000000495238;GI 150KV CIKARANG;TOSHIBA;8888;88314212512500000001;51db5d96-1491-4d28-85d0-a780b40cea5d;PHT 150KV JABABEKA#1;RST;GRZ-100;Distance Relay;PLN_TIDAK_OPERASI
TRS000000000491755;GI 150KV CIKARANG;MAGRINI GALILEO;150224;14314212512500000016;57ee64cb-1828-4759-87bb-1559cfdd6ba7;PHT 150KV RAJAPAKSI#1;RST;170.MHD-1P;Circuit Breaker;PLN_TIDAK_OPERASI
-;GITET 500KV MUARATAWAR;ABB;HE1-362817-390-1010/2;CT351416916900000255;9d7bb906-0e89-42e3-a972-99255aff01aa;GT#1.3;RST;SU91AVAR135;Circulating Current Protection Relay;PLN_TIDAK_OPERASI
-;GI 150KV CIKARANG;ARTECHE;17014300/2;13351812512500000095;6010ddd7-a9ba-44d0-aee5-d336580cd540;BUS SECTION 150KV;S;CA 170;Current Transformer;PLN_OPERASI
TRS000000000795115;GI 150KV CIKARANG;ALSTHOM;9335102031006/7/T;14351412512500000116;65e581ce-2411-48d3-a59d-dca88dd86bd0;PHT 150KV RAJAPAKSI#1;T;GL313F3;Circuit Breaker;PLN_TIDAK_OPERASI
-;GITET 500KV MUARATAWAR;SIEMENS;K/35301419;16351816916900000040;9caedd3e-92c4-43d8-bf9a-b20528f15277;IBT#2 500/150KV;S;3EP6 420-4PF53-2XA1-Z;Lightning Arrester;PLN_OPERASI
TRS000000000629583;GITET 500KV MUARATAWAR;ABB;8666387 C;14314216916900000104;9b72b4bb-d631-447f-90c5-2e1d22039563;7A9 DIAMETER#9 500KV;T;HPL 550B2;Circuit Breaker;PLN_TIDAK_OPERASI
-;GITET 500KV MUARATAWAR;ABB;8888;55351416916900000251;99bf05b4-7d60-4e00-89d3-77debc96a1dd;7A4 DIAMETER#4 500KV;RST;SX 91;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_TIDAK_OPERASI
TRS000000000495087;GI 150KV CIKARANG;GEC ALSTHOM;227334Y;57314212512500000031;69f864c0-e8b6-4fe2-8bd1-0130303d7217;TRF#4 150/20KV;T;MBCH;Differential Relay;PLN_TIDAK_OPERASI
-;GI 150KV CIKARANG;UNINDO;300589060025/T;14351412512500000145;6a0a045c-47a2-46fb-a35a-a78c6ae2798e;PHT 150KV CIKARANG LISTRINDO#1;T;GL313F1/4031P;Circuit Breaker;PLN_TIDAK_OPERASI
TRS000000000492112;GITET 500KV MUARATAWAR;ABB;8666384 C;14314216916900000117;9917bb3f-2717-45c1-b744-88cf318d3307;7AB7 DIAMETER#7 500KV;T;HPL 550B2;Circuit Breaker;PLN_TIDAK_OPERASI
-;GI 150KV CIKARANG;ARTECHE;17014300/7;13351812512500000092;6c5bbc5d-651f-42de-a793-cdc02cf2b0ef;BUS SECTION 150KV;S;CA 170;Current Transformer;PLN_OPERASI
TRS000000000492049;GI 150KV CIKARANG;MAGRINI GALILEO;151917/R;14314212512500000012;6d0fec24-380a-4b43-8e29-83130f737f20;PHT 150KV CIKARANG LISTRINDO#1;R;170.MHMe-1P;Circuit Breaker;PLN_TIDAK_OPERASI
-;GI 150KV CIKARANG;SIEMENS;33144471C;14351812512500000003;6d9773f9-540d-467a-a386-8240cc580ad3;PHT 150KV FAJAR SURYA WISESA#1;T;3AP1 FI;Circuit Breaker;PLN_TIDAK_OPERASI
TRS000000000491757;GI 150KV CIKARANG;MAGRINI GALILEO;148502/R;14314212512500000010;6fb6829b-9c7d-42da-9470-e904c998d0eb;TRF#4 150/20KV;R;170.MHD-1P;Circuit Breaker;PLN_TIDAK_OPERASI
-;GI 150KV CIKARANG;UNINDO;30058900000000000.00E+30058900000000000.00;14351412512500000141;6fddfdd2-ffe2-49ad-991d-040b89737efc;TRF K#5 150/33KV;RST;GL313F3/4031P;Circuit Breaker;PLN_BELUM_OPERASI
TRS000000000495379;GI 150KV CIKARANG;GEC ALSTHOM;227321Y;CK314212512500000044;767c2b94-0f08-4ad8-80f5-50f3b8d1cad2;TRF#4 150/20KV (INC);N;MCAG14;Restricted Earth Fault Relay;PLN_TIDAK_OPERASI
